lp,doc_id,title,date,grosse_anfrage,kleine_anfrage,cap_topic,cap_subtopic
11,11/155,Wehrpsychologie,1987-04-08,0,1,16,1608
11,11/156,Datenschutzrechtliche Fragen zum Bahn-Bonus-Heft der Deutschen Bundesbahn,1987-04-08,0,1,2,208
11,11/157,Zentralstelle fuer die ueberwachung der Umweltradioaktivitaet und ZEBS,1987-04-08,0,1,7,799
11,11/164,Parteipolitische Patronage im oeffentlichen Dienst,1987-04-13,0,1,20,2002
11,11/166,Lagerung und Abzug von C-Waffen in der Bundesrepublik Deutschland,1987-04-13,0,1,16,1605
11,11/167,Erhaltung bzw. Wiederherstellung der natuerlichen Lahnuferzone,1987-04-13,0,1,7,711
11,11/171,Staatsterrorismus und Terrorismus,1987-04-14,0,1,19,1927
11,11/172,Umweltkriminalitaet,1987-04-15,1,0,7,700
11,11/173,Datenschutz im Strafverfahren,1987-04-15,1,0,2,208
11,11/181,Weitere Zersiedelung des ohnehin stark belasteten Bodenseeufers durch Baumassnahmen der Deutschen Bundespost,1987-04-22,0,1,21,2100
11,11/184,Behinderungen des Abgeordneten der GRueNEN Guenter Wosnitza bei Wahrnehmung seines Mandats in der Luebecker Buergerschaft durch die Deutsche Bundespost,1987-04-22,0,1,20,2012
11,11/186,Nichtveroeffentlichte Unfaelle in Atomkraftwerken,1987-04-24,0,1,8,801
11,11/187,"Strassenneubaumassnahmen der Bundesrepublik Deutschland in Ansbach <br>Verlegung der B 14 ""Westtangente""",1987-04-24,0,1,10,1002
11,11/193,Umgang mit importierten strahlenverseuchten Produkten,1987-04-28,0,1,7,704
11,11/194,Ortsumgehung Schoenenberg-Kuebelberg (B 423) im Landkreis Kusel,1987-04-28,0,1,10,1002
11,11/195,Zerstoerung des Loisachtales durch die B 2 neu,1987-04-28,0,1,10,1002
11,11/196,Bundesbahnanlagen in Augsburg,1987-04-28,0,1,10,1005
11,11/202,Guernica und die Wiedergutmachung deutscher Schuld,1987-04-29,0,1,16,1619
11,11/204,Geheimhaltung von Stoerfaellen in Atomkraftwerken,1987-04-29,0,1,2,208
11,11/206,Traenen- und CS-Gaseinsatz in Wackersdorf,1987-04-29,0,1,7,704
11,11/213,"HTLV-Test bei Immatrikulation auslaendischer, farbiger Studentinnen und Studenten",1987-05-04,0,1,2,230
11,11/214,Mehrkosten der Volkszaehlung und Einsprueche der Kommunen,1987-05-04,0,1,20,2013
11,11/215,Bundesdeutsche Beteiligung an Computerlieferungen nach Suedafrika,1987-05-04,0,1,19,1911
11,11/216,Bundesdeutsche Entwicklungshilfe - mehr Lieferbindung durch Mischfinanzierung,1987-05-04,0,1,19,1901
11,11/217,Bundesdeutsche Beteiligung an den Waffenlieferungen fuer die UNITA in Angola,1987-05-04,0,1,16,1605
11,11/218,Aids-Tests fuer auslaendische Stipendiaten und Stipendiatinnen der Carl-Duisberg-Gesellschaft,1987-05-04,0,1,2,205
11,11/222,Schnellabschaltung des Siedewasserreaktors in Geesthacht-Kruemmel,1987-05-05,0,1,8,801
11,11/229,Situation asylantragstellender Frauen,1987-05-06,0,1,2,202
11,11/262,Schriftverkehr der Bundeswehr nach West-Berlin,1987-05-11,0,1,16,1608
11,11/263,Umfang der Hermes-Kredite an die Dritte Welt,1987-05-11,0,1,19,1906
11,11/264,Gefaehrdung der Datensicherheit bei der Volkszaehlung 1987,1987-05-11,0,1,2,208
11,11/271,Krise im Bergbau - moegliche Zechenstillegung des EBV im Bereich Aachen,1987-05-11,0,1,8,805
11,11/274,Durchfuehrung der Beschluesse des Deutschen Bundestages zur AIDS-Bekaempfung vom 13. November 1986,1987-05-14,1,0,3,334
11,11/290,Einheitliche Europaeische Akte und Neutralitaet Irlands,1987-05-15,0,1,19,1910
11,11/291,NATO-Planungen in Breitenbach (Westpfalz),1987-05-15,0,1,16,1611
11,11/293,Amtshilfe der Bundeswehr fuer die Polizei und andere zivile Behoerden,1987-05-18,0,1,16,1600
11,11/305,Massnahmen gegen Luftverschmutzung,1987-05-20,1,0,7,705
11,11/316,Erhoehte Arsenbelastung des Grund- und Trinkwassers in Bevern am Solling,1987-05-20,0,1,7,701
11,11/317,Militaerische Zusammenarbeit mit Indien,1987-05-20,0,1,16,1606
11,11/318,Reparaturarbeiten am Rhein-Main-Donau-Kanal,1987-05-20,0,1,10,1007
11,11/319,oekologische Folgen des geplanten Rottachspeichers in der Gemeinde Sulzberg/Lkr. Oberallgaeu,1987-05-20,0,1,7,700
11,11/320,Zwei Jahre Beschaeftigungsfoerderungsgesetz,1987-05-20,0,1,5,500
11,11/321,"Bundesstrasse B 15 neu, Regensburg - Rosenheim",1987-05-20,0,1,10,1002
11,11/342,Vorbeugende und begleitende Massnahmen bei Zahlungsschwierigkeiten von Wohneigentuemern,1987-05-22,0,1,15,1507
11,11/363,Vorgesehene Stillegung der Deutschen Bundesbahn Ewersbach-Dillenburg-Wallau/Lahn (Kursbuchstrecke 366),1987-05-25,0,1,10,1005
11,11/364,Anlegung einer Bilddatei fuer Fahndungszwecke,1987-05-25,0,1,2,208
11,11/365,Sozio-kulturelle Planungskriterien in der Entwicklungszusammenarbeit,1987-05-25,0,1,19,1901
11,11/366,Massenfischsterben im Rhein-Main-Donau-Kanal,1987-05-25,0,1,7,709
11,11/367,Umweltvertraeglichkeit von thermischen Sondermuellbehandlungsanlagen,1987-05-25,0,1,7,704
11,11/374,Bekaempfung der illegalen Beschaeftigung und des Missbrauchs der Arbeitnehmerueberlassung,1987-05-29,1,0,5,500
11,11/377,Haltung der Bundesregierung zu der Lehrplanerweiterung (Kadettenausbildung) bei der mit Mitteln aus dem Bundeshaushalt gefoerderten Deutschen Schule in Johannesburg,1987-05-29,0,1,19,1929
11,11/378,Einschraenkung des Ortsverkehrs in Lindau (Bodensee) durch die Deutsche Bundesbahn/GBB Augsburg,1987-05-29,0,1,10,1001
11,11/379,Taetigkeit der Hanns-Seidel-Stiftung und der Konrad-Adenauer-Stiftung in Ecuador,1987-05-29,0,1,13,1305
11,11/380,Beziehungen der Bundesrepublik Deutschland zu Mosambik,1987-05-29,0,1,19,1911
11,11/381,Sicherheitsueberpruefungen bei Beschaeftigten von ISDN-System-Herstellerfirmen,1987-05-29,0,1,5,505
11,11/382,Ausbau des Militaerflugplatzes Wittmundhafen bei Wittmund/Ostfriesland,1987-05-29,0,1,16,1611
11,11/383,"Materielle, pflegerische und psycho-soziale Versorgung von AIDS-Kranken",1987-05-29,0,1,3,334
11,11/384,"Erforschung, Produktion und Zulassung des gentechnologischen Rinderwachstumshormons und Folgen fuer die Landwirtschaft und Verbraucher",1987-05-29,0,1,4,400
11,11/385,Geplante Verschwenkung der Autobahn A 1 noerdlich von Saarbruecken,1987-05-29,0,1,10,1002
11,11/386,Auslieferung von Klaus Barbie an die Bundesrepublik Deutschland,1987-05-29,0,1,16,1619
11,11/395,EG-Versuche mit Tritium,1987-06-02,0,1,8,898
11,11/396,Elektromagnetische Strahlung und Auswirkungen,1987-06-02,0,1,7,705
11,11/397,"Neues Bundeswehrhandbuch ""Kriegsnah ausbilden""",1987-06-02,0,1,16,1608
11,11/404,Humanitaet im Leistungssport,1987-06-03,0,1,15,1526
11,11/419,Statistische Erfassung von Wirtschaftsstraftaten,1987-06-03,0,1,12,1202
11,11/427,"Haushaltsmittel zur ""Foerderung der Erprobung neuer Wege in der Arbeitsmarktpolitik""",1987-06-03,0,1,5,500
11,11/433,Tief- und Tiefstfluege im Bereich von 150 bis 450 Metern und von 75 bis 150 Metern ueber Grund durch strahlgetriebene Militaerflugzeuge und die Belastung der Bevoelkerung dadurch,1987-06-04,0,1,16,1604
11,11/437,Bau der Atombombe und Wackersdorf,1987-06-04,0,1,16,1605
11,11/438,Militaeroption fuer die Raumstation Columbus,1987-06-04,0,1,16,1698
11,11/455,Polizei- und Militaerhilfe fuer Kolumbien,1987-06-09,0,1,16,1606
11,11/456,Auslieferung der Ruhrkohle an die Stromwirtschaft - Panne oder Absicht des Kartellamtes,1987-06-09,0,1,15,1520
11,11/457,Massnahmen zum Doping im Sport,1987-06-09,1,0,15,1526
11,11/465,Umsetzung der neugeordneten Ausbildungsordnungen in den industriellen Metallberufen und Elektroberufen,1987-06-10,0,1,6,604
11,11/470,Militaerische Zusammenarbeit mit Brasilien,1987-06-11,0,1,16,1606
11,11/471,Empfehlungen der Regierungskommission Fernmeldewesen zur Aufhebung des Postmonopols,1987-06-11,0,1,20,2003
11,11/472,Atomexporte nach Pakistan,1987-06-11,0,1,16,1605
11,11/475,Produktion von Pflanzenschutzmitteln,1987-06-15,0,1,7,704
11,11/488,NATO-Kriegsszenario fuer den Kreis Herzogtum Lauenburg,1987-06-16,0,1,16,1604
11,11/493,Nukleartechnische Zusammenarbeit mit Indonesien,1987-06-19,0,1,8,801
11,11/513,Sozial- und arbeitsmarktpolitische Folgen einer Schliessung der Grube Camphausen fuer das Saarland,1987-06-23,0,1,5,500
11,11/514,Massnahmen zur Verringerung der Fluor-Chlor-Kohlenwasserstoff-Emissionen,1987-06-23,0,1,7,705
11,11/515,Zivile und militaerische Ziele bundesdeutscher Weltraumpolitik,1987-06-23,1,0,17,1701
11,11/517,Geplanter Bau einer Pyrolyseanlage im Hafengebiet Fuerth-West,1987-06-24,0,1,7,703
11,11/567,Entwicklung bei Kreditkarten,1987-06-29,0,1,15,1504
11,11/572,Forschungsprojekt des BMFT ueber die Einlagerung von Sonderabfaellen in Salzkavernen,1987-06-30,0,1,7,798
11,11/573,Schwefeldioxid-Emissionsueberschreitung des Kraftwerks Offleben,1987-06-30,0,1,7,705
11,11/574,Alternative Energiepolitik in der DDR und in West-Berlin,1987-06-30,0,1,8,800
11,11/575,Beteiligung der Bundesregierung an Staudammprojekten in Brasilien,1987-06-30,0,1,19,1901
11,11/576,Haltung der Bundesregierung zu den Suedafrika-Kontakten des Deutschen Rugby-Verbandes,1987-06-30,0,1,19,1911
11,11/577,Beteiligung der Bundesregierung an dem geplanten Staudamm-Grossprojekt in Lesotho,1987-06-30,0,1,19,1901
11,11/578,Ausweisung von AIDS-positiven Stipendiaten und Stipendiatinnen der Carl-Duisberg-Gesellschaft,1987-06-30,0,1,2,205
11,11/579,Planung der Deutschen Bundesbahn im Regierungsbezirk Weser/Ems,1987-06-30,0,1,10,1001
11,11/590,Investitionen der Deutschen Bundesbahn im Bereich des Schienenpersonennahverkehrs (ausgenommen S-Bahnen),1987-07-06,0,1,10,1005
11,11/599,Militaerische Nutzung des Rhein-Main-Flughafens Frankfurt,1987-07-08,0,1,10,1003
11,11/600,Nukleare Zusammenarbeit zwischen der Bundesrepublik Deutschland und Grossbritannien,1987-07-08,0,1,8,801
11,11/601,Zur Lage der Staatsfinanzen,1987-07-08,0,1,1,105
11,11/602,Weitere Behandlung des verstrahlten Molkepulvers in Feldkirchen/Niederbayern und Meppen/Niedersachsen,1987-07-08,0,1,7,704
11,11/603,Bewegungsflaechen nach § 24 der Arbeitsstaettenverordnung fuer Bueroarbeitsplaetze,1987-07-08,0,1,5,501
11,11/611,Situation bei den Hanauer Nuklearanlagen,1987-07-13,0,1,8,801
11,11/614,Behinderung des Technologietransfers,1987-07-15,0,1,17,1705
11,11/620,Schadstoffarme Personenkraftwagen - Umruestung von Altfahrzeugen,1987-07-17,0,1,7,705
11,11/625,Zukuenftige AIDS-Politik der Bundesregierung,1987-07-21,0,1,3,331
11,11/626,oel aus Kunststoffabfall,1987-07-21,0,1,8,898
11,11/627,Rechtswidrigkeit der Bloecke 3 und 4 des Atomkraftwerks Cattenom <br>Radiologische ueberwachung und Folgen der Stoerfallserie im Block 1 des Atomkraftwerks,1987-07-21,0,1,8,801
11,11/633,Unfall eines britischen Militaerlastzugs mit hochexplosiven Treibstoffen bei Bispingen im Landkreis Soltau-Fallingbostel am 24. Juni 1987,1987-07-22,0,1,16,1614
11,11/634,Atomarer Schrott (I),1987-07-22,0,1,8,801
11,11/635,Atomarer Schrott (II),1987-07-22,0,1,8,801
11,11/636,Aufklaerung des Schicksals von Deutschen und deutschstaemmigen verschwundenen Argentiniern,1987-07-22,0,1,19,1914
11,11/641,Auswirkungen der im Bau befindlichen franzoesischen Atomzentrale Chooz fuer die Bevoelkerung der Bundesrepublik Deutschland,1987-07-24,0,1,8,801
11,11/643,Maengel bei der Durchfuehrung der Volkszaehlung und ihre Folgen,1987-07-27,0,1,20,2013
11,11/648,"Zur Politik der Bundesregierung hinsichtlich des Verlaufs der Grenze zwischen der Bundesrepublik Deutschland und der Deutschen Demokratischen Republik an der Elbe zwischen Elbkilometer 472,6 und Elbkilometer 566,3",1987-07-28,0,1,25,2501
11,11/650,Grenzwerte fuer Radionukleide in Lebensmitteln,1987-07-29,0,1,4,403
11,11/651,Nukleare Zusammenarbeit zwischen der Bundesrepublik Deutschland und China,1987-07-29,0,1,8,801
11,11/652,Anwendung chlorierter Kohlenwasserstoffe (I) Zur Belastung von Arbeitnehmer/innen mit Perchloraethylen und zur Emission von Perchloraethylen in die Umwelt,1987-07-29,0,1,7,704
11,11/653,Anwendung chlorierter Kohlenwasserstoffe (II)<br>Zur Einstufung des Perchloraethylens als krebserzeugender Arbeitsstoff,1987-07-29,0,1,5,501
11,11/654,Verfassungsmaessige Anwendung des Wartime Host Nation Support-Abkommens und Begrenzung auf das Gebiet der Bundesrepublik Deutschland,1987-07-30,0,1,16,1602
11,11/655,Vorgesehene Streckenstillegung bei der Deutschen Bundesbahn auf der Strecke Wuppertal-Elberfeld - Wuppertal-Cronenberg (Kursbuchstrecke 402),1987-07-30,0,1,10,1005
11,11/656,Vorgesehene Schliessung von Bahnhoefen an der Bundesbahnstrecke Nuernberg-Bamberg (Kursbuchstrecke 820),1987-07-30,0,1,10,1005
11,11/657,Umweltbelastungen durch Flugzeugtreibstoffe,1987-07-30,0,1,7,705
11,11/662,Einbeziehung der Strafgefangenen in die Kranken- und Rentenversicherung sowie Festsetzung eines angemessenen Arbeitsentgelts fuer Strafgefangene,1987-08-04,0,1,12,1205
11,11/664,Zum kombinierten Verkehr Schiene/Strasse,1987-08-05,0,1,10,1000
11,11/665,aenderung des Strafvollzugsgesetzes,1987-08-05,0,1,12,1205
11,11/666,Vergroesserung des Operationsgebietes der NATO,1987-08-05,0,1,16,1602
11,11/667,Entsorgung von Filterstaeuben,1987-08-05,0,1,7,704
11,11/668,Aufenthalt von Frau O. in der Bundesrepublik Deutschland,1987-08-05,0,1,19,1929
11,11/670,Familienbezogene Leistungen im Krankenversicherungs-Leistungsverbesserungsgesetz,1987-08-06,0,1,3,336
11,11/672,"Lebensmittelfarbstoffe, Einsatz von Enzymen in der Nahrungsmittelindustrie und allergische Erkrankungen",1987-08-06,0,1,4,403
11,11/673,Information der oeffentlichkeit bei Gesundheitsgefaehrdung der Bevoelkerung durch Lebensmittel,1987-08-06,0,1,4,403
11,11/674,"Androhung der Streichung von Geldern aus dem Bundesjugendplan fuer Jugendverbaende, die zum Boykott gegen die Volkszaehlung aufgerufen haben",1987-08-06,0,1,20,2002
11,11/683,"Krebserzeugendes 1,3 Dichlor-2-propanol in Speisewuerzen, Wasserfarben und Klebstoffen",1987-08-10,0,1,3,331
11,11/684,Stahlstandort Maxhuette,1987-08-10,0,1,1,108
11,11/685,"Vorgesehene Streckenstillegung der Deutschen Bundesbahn Abzweig Richterich-Richterich Grenze, Bestandteil der Kursbuchstrecken 451 und H1, Aachen-Maastricht",1987-08-10,0,1,10,1005
11,11/686,Unterstuetzung eines rechtskonservativen Sektensenders in El Salvador durch die Bundesregierung,1987-08-10,0,1,20,2002
11,11/687,Humanisierung des Arbeitslebens,1987-08-10,0,1,5,500
11,11/691,Verstaendliche Gebrauchsanweisungen,1987-08-12,0,1,15,1525
11,11/692,Plaene der Bundesregierung zur erneuten aenderung des Strafgesetzbuches und des Versammlungsgesetzes im Zusammenhang mit Demonstrationen,1987-08-12,0,1,12,1210
11,11/696,Altlastensanierung,1987-08-13,0,1,7,704
11,11/697,Arbeitsschutz in Giessereien,1987-08-13,0,1,5,501
11,11/698,Dekontaminierung des Molkepulvers,1987-08-13,0,1,7,704
11,11/702,Abfallgesetz,1987-08-13,0,1,7,700
11,11/704,Diffuse Belastungen von Chemieabwaessern mit chlorierten Kohlenwasserstoffen,1987-08-13,0,1,7,700
11,11/707,Tibet,1987-08-14,0,1,19,1919
11,11/708,Halbierung der Aufwandszuschuesse fuer Zivildienstplaetze,1987-08-14,0,1,16,1608
11,11/709,Beabsichtigte Einstellung der Schienenbedienung zahlreicher Stueckgutbahnhoefe durch die Deutsche Bundesbahn,1987-08-14,0,1,10,1005
11,11/716,Erforschung von biologischen Risiken und Freisetzung genetisch veraenderter Organismen in die Umwelt,1987-08-20,0,1,17,1798
11,11/722,Weiterbau der A 49 zwischen Borken (Hessen) und Schwalmstadt,1987-08-20,0,1,20,2001
11,11/723,Weiterer Ausbau des Frankfurter Flughafens,1987-08-20,0,1,10,1003
11,11/724,Schienenausbaustrecke Dortmund-Kassel,1987-08-20,0,1,10,1005
11,11/725,Rueckstaende aus Sprengstoffabrikation im Trinkwasser,1987-08-20,0,1,7,701
11,11/726,Umweltprobleme und Entwicklungspolitik,1987-08-21,0,1,19,1901
11,11/728,Thorium-Hochtemperaturreaktor THTR 300 und die Hochtemperaturreaktorlinie,1987-08-21,1,0,8,801
11,11/730,Atemwegserkrankungen in Ostbayern,1987-08-24,0,1,3,398
11,11/733,Lieferung Schweren Wassers aus dem Mehrzweckforschungsreaktor (MZFR) Karlsruhe in die Vereinigten Staaten von Amerika,1987-08-24,0,1,16,1605
11,11/734,Schachteinbruch im Erkundungsschacht in Gorleben,1987-08-25,0,1,7,704
11,11/735,Neues Verfahren zur Waldschadenserhebung,1987-08-25,0,1,7,799
11,11/742,Auslieferung von politischen Fluechtlingen,1987-08-27,0,1,12,1210
11,11/747,"Ursachen, Praevention und Behandlung der Unfruchtbarkeit, Entwicklung und Auswirkungen von Fortpflanzungstechniken und Embryonenforschung",1987-08-28,1,0,3,398
11,11/759,Abschiebung des Tuerken Ibrahim oezcan,1987-09-07,0,1,2,230
11,11/762,Infrastrukturmassnahmen aus dem Wartime-Host-Nation-Support-Abkommen und der Umorientierung der kanadischen Sicherheitspolitik,1987-09-07,0,1,16,1602
11,11/763,Produktion von Pflanzenbehandlungsmitteln (II),1987-09-07,0,1,7,704
11,11/764,Bundeswehr im Ausland,1987-09-07,0,1,16,1611
11,11/765,Anwendung chlorierter Kohlenwasserstoffe (III)<br>Zu den auf einer Bund/Laendersitzung am 31. Juli 1987 festgelegten Grenzwerten fuer Perchloraethylen in der Raumluft und in Lebensmitteln,1987-09-07,0,1,7,700
11,11/766,"Einsatz der mobilen Schnellrestaurants ""Quick-Pick"" bei der Deutschen Bundesbahn",1987-09-07,0,1,10,1005
11,11/767,Auswirkungen der bevorstehenden Milchhygiene-Verordnung,1987-09-07,0,1,4,403
11,11/769,Dritter Strukturanpassungskredit der Weltbank an Chile,1987-09-09,0,1,19,1906
11,11/790,Differenz zwischen Erzeuger- und Verbraucherpreisen,1987-09-14,0,1,4,401
11,11/791,Zollfreie Strasse von Loerrach nach Weil/Rhein,1987-09-14,0,1,10,1002
11,11/792,Finanzielle Beteiligung der Bundesregierung am Dollarthafenprojekt des Landes Niedersachsen,1987-09-14,0,1,20,2001
11,11/793,AIDS-Tests bei Einstellungsuntersuchungen des Auswaertigen Amtes,1987-09-14,0,1,2,205
11,11/794,AIDS-Test bei der Bundeswehr,1987-09-14,0,1,16,1608
11,11/799,"Praxis der verzoegerten Beantwortung parlamentarischer Anfragen (z.B. Drucksachen 11/22, 11/171) durch die Bundesregierung",1987-09-15,0,1,20,2011
11,11/819,Genfer Konferenz ueber das Verbot biologischer Waffen,1987-09-17,1,0,16,1605
11,11/820,Materielle Situation und besondere Benachteiligung der Kinder in der Sozialhilfe,1987-09-17,0,1,13,1308
11,11/821,"Krebserzeugendes 1,3-Dichlor-2-propanol in Speisewuerzen, Klebstoffen und Wasserfarben (II)",1987-09-17,0,1,15,1525
11,11/822,"Autobahn A 98, Gemarkung Rheinfelden",1987-09-17,0,1,10,1002
11,11/823,Aids-Test bei Einstellungsuntersuchungen des Auswaertigen Amtes (II),1987-09-17,0,1,2,205
11,11/829,Elbe- und Nordseeverschmutzung,1987-09-18,0,1,7,710
11,11/832,Unfaelle mit Gefahrguetern auf Schiene und Strasse,1987-09-18,0,1,10,1002
11,11/833,Schienenausbaustrecke Dortmund-Kassel der Deutschen Bundesbahn,1987-09-18,0,1,10,1005
11,11/834,Materialien der Bundesregierung zur Sexualerziehung,1987-09-18,0,1,3,331
11,11/858,Einfuehrung der gleisbogenabhaengigen Wagenkastensteuerung auf den Strecken der Deutschen Bundesbahn,1987-09-24,0,1,10,1005
11,11/864,OO-Raps und Wildsterben,1987-09-28,0,1,4,498
11,11/887,Unterstuetzung fuer die Ausarbeitung der chilenischen Verfassung von 1980,1987-10-05,0,1,19,1914
11,11/888,Vermittlungsgeschaeft mit Leihmuettern,1987-10-05,0,1,12,1208
11,11/889,Gleichstellung von behinderten Studentinnen und Studenten,1987-10-05,0,1,2,205
11,11/897,Namensspeicherung und Rehabilitation psychisch Kranker,1987-10-06,0,1,2,208
11,11/912,Steuerliche Behandlung der Grenzgaenger,1987-10-07,0,1,1,107
11,11/914,Arbeitsmarkt- und sozialpolitische Auswirkungen des Entwurfs eines Achten Gesetzes zur aenderung des Arbeitsfoerderungsgesetzes,1987-10-08,0,1,5,500
11,11/916,Foerderung und Entwicklung der innerdeutschen Sportbeziehungen,1987-10-08,0,1,25,2599
11,11/924,Gesundheitliche Folgekosten der Arbeitslosigkeit,1987-10-08,0,1,3,300
11,11/957,"Bekaempfung und aechtung der Folter und anderer grausamer, unmenschlicher oder erniedrigender Behandlung",1987-10-14,1,0,19,1925
11,11/989,Situation und Perspektive der Ausbildungsfoerderung in der Bundesrepublik Deutschland,1987-10-20,0,1,6,601
11,11/990,"Besuch des ""Kalahari-Chors"" aus Namibia in der Bundesrepublik Deutschland auf Einladung der ""Deutschen SWA/Namibia-Vereinigung""",1987-10-20,0,1,19,1911
11,11/991,Entwicklung der Einkommen von Arbeitslosen in der Bundesrepublik Deutschland,1987-10-20,0,1,13,1300
11,11/992,Situation der Ausbildungsfoerderung fuer Schuelerinnen und Schueler,1987-10-20,0,1,6,602
11,11/993,Todesfaelle von Drogenkonsumenten waehrend Haft oder Therapie,1987-10-20,0,1,3,343
11,11/994,Atomares Endlager fuer hochradioaktive Stoffe am Hochrhein in der Nordschweiz,1987-10-20,0,1,7,704
11,11/996,Transport gefaehrlicher Gueter,1987-10-20,1,0,10,1000
11,11/1013,Bundesstrasse B 289 neu (Lichtenfels-Untersiemau),1987-10-23,0,1,10,1002
11,11/1014,Straftaten unter Alkoholeinfluss,1987-10-26,0,1,12,1299
11,11/1020,Getraenkedosen aus Aluminium (Abfallbeseitigungsgesetz),1987-10-29,0,1,7,707
11,11/1021,Auswirkungen und Kosten des Baus von Bundesfernstrassen/Bundesautobahnen,1987-10-30,0,1,10,1002
11,11/1022,Erhaltung des Stueckgutbahnhofes Niebuell,1987-10-30,0,1,10,1005
11,11/1023,Bundesfernstrasse B38A Rhein-Neckar-Schnellweg und Freigabe der Spinelli-Barracks in Mannheim-Feudenheim,1987-10-30,0,1,10,1002
11,11/1024,Diskriminierung von Lesben,1987-10-30,0,1,2,202
11,11/1025,Beteiligung deutscher Sicherheitsbehoerden an Desinformationskampagnen unter kurdischen Organisationen und Massnahmen gegen die PKK,1987-10-30,0,1,19,1920
11,11/1034,Einreiseverweigerungen in die DDR,1987-10-30,0,1,25,2500
11,11/1041,Positivliste fuer Arzneimittel,1987-11-03,0,1,3,335
11,11/1044,Weitere Behandlung des strahlenden Molkepulvers,1987-11-04,0,1,7,704
11,11/1045,Ausbau der B 75 in Oyten,1987-11-04,0,1,10,1002
11,11/1046,Einsatz Zivildienstleistender,1987-11-04,0,1,16,1608
11,11/1047,Steuermindereinnahmen aufgrund des Berlinfoerderungsgesetzes 1987,1987-11-04,0,1,20,2001
11,11/1086,Zu den Problemen der beruflichen Eingliederung nach Zeiten der Kindererziehung,1987-11-04,1,0,5,508
11,11/1122,Interregio-Konzept der Deutschen Bundesbahn,1987-11-10,0,1,10,1005
11,11/1123,Unzureichende Beantwortung parlamentarischer Anfragen<br>hier: Drucksache 11/978,1987-11-10,0,1,20,2011
11,11/1125,Stand der Vorbereitungen einer Neuordnung der Kosten bei Pflegebeduerftigkeit,1987-11-10,0,1,3,334
11,11/1126,Arbeitsbedingungen im Postgirodienst,1987-11-10,0,1,20,2003
11,11/1128,Lage der Weltwirtschaft,1987-11-10,1,0,19,1906
11,11/1144,Europapolitische Vorhaben der Bundesregierung im Rahmen der deutschen Ratspraesidentschaft in der Europaeischen Gemeinschaft (1. Januar bis 30. Juni 1988),1987-11-11,0,1,19,1910
11,11/1146,Zivile Arbeitsplaetze bei den US-Streitkraeften,1987-11-11,0,1,5,500
11,11/1147,Aufenthaltserleichterungen fuer Asylbewerber,1987-11-11,0,1,2,230
11,11/1148,Schutz vor Baulaerm,1987-11-11,0,1,7,705
11,11/1170,Molke-Veredelungs-Geschaeft mit oesterreich,1987-11-11,0,1,4,401
11,11/1202,10 Jahre Strafvollzugsgesetz - Kriminalpolitische Bestandsaufnahme und Perspektiven,1987-11-16,1,0,12,1205
11,11/1210,Tibet,1987-11-19,0,1,19,1919
11,11/1295,Munitionsbedingte Schwermetalle in Boeden von Truppenuebungs- und Schiessplaetzen,1987-11-23,0,1,16,1614
11,11/1296,Landbeschaffungsverfahren in Buedingen,1987-11-23,0,1,16,1611
11,11/1297,Regionalflughafen Allgaeu,1987-11-23,0,1,10,1003
11,11/1320,Ludwig Erhard und die Subventionierung der Ludwig-Erhard-Stiftung e.V. (LES e.V.),1987-11-24,0,1,20,2012
11,11/1331,Grundwasser- und Trinkwassergefaehrdung durch Pflanzenbehandlungsmittel,1987-11-24,0,1,7,701
11,11/1354,Sicherheitsueberpruefung von Buergern anlaesslich von Staatsbesuchen,1987-11-26,0,1,2,208
11,11/1355,Vorlaeufiges Verbot der Verwendung von Zellpraeparaten durch das Bundesgesundheitsamt,1987-11-26,0,1,3,321
11,11/1362,Deutsche Hoehere Privatschule Windhuk,1987-11-26,0,1,19,1929
11,11/1383,Vorgesehene Stillegung der Bundesbahnstrecken Juelich - Dueren (Kursbuchstrecke 443) und Dueren - Heimbach (Eifel) (Kursbuchstrecke 444),1987-11-27,0,1,10,1005
11,11/1384,Kraftfahrzeug-Stauungen auf bundesdeutschen Autobahnen und Bundesstrassen,1987-11-27,0,1,10,1002
11,11/1385,Ungenuegende Entschwefelung der Kraftwerke Buschhaus und Offleben und deren Subventionierung,1987-11-27,0,1,8,805
11,11/1386,Auswirkungen und Kosten des Baus von Bundesfernstrassen und Autobahnen - Nachfrage zu Drucksache 11/1203 -,1987-11-27,0,1,10,1002
11,11/1387,Traditionspflege der Bundeswehr und Gernika,1987-11-27,0,1,16,1699
11,11/1388,Fuer eine soziale Wohnungs- und Staedtebaupolitik,1987-11-30,1,0,14,1400
11,11/1409,"Beziehungen der Bundesregierung und von Politikern der Bundesrepublik Deutschland zur Colonia Dignidad, Chile",1987-12-01,0,1,19,1914
11,11/1410,Antiterrorhilfe fuer Drittstaaten,1987-12-01,0,1,19,1927
11,11/1430,Militaerische Zusammenarbeit Deutschland-Frankreich,1987-12-02,0,1,16,1602
11,11/1451,Sicherheit der Ortsdurchfahrt in Niederweimar im Zuge der B 255,1987-12-04,0,1,10,1002
11,11/1458,Spitzenleistungen des deutschen Films,1987-12-04,0,1,6,609
11,11/1460,Unzureichende Beantwortung Parlamentarischer Anfragen (2)<br> hier: Drucksache 11/911 (Genfer Konferenz ueber das Verbot biologischer Waffen),1987-12-04,0,1,16,1605
